YEAR,MONTH,DAY_OF_WEEK,ORIGIN_AIRPORT,AIRLINE,DEPARTURE_DELAY,CANCELLED,CANCELLATION_REASON,Status
2015,1,4,LAS,WN,2,0,,Delayed
2015,1,4,LAS,WN,3,0,,Delayed
2015,1,4,LAS,WN,7,0,,Delayed
2015,1,4,LAS,WN,1,0,,Delayed
2015,1,4,LAS,WN,2,0,,Delayed
2015,1,4,LAS,WN,26,0,,Delayed
2015,1,4,LAS,WN,4,0,,Delayed
2015,1,4,LAS,WN,45,0,,Delayed
2015,1,4,LAS,WN,11,0,,Delayed
2015,1,4,LAS,WN,3,0,,Delayed
2015,1,4,LAS,WN,41,0,,Delayed
2015,1,4,LAS,WN,11,0,,Delayed
2015,1,4,LAS,WN,23,0,,Delayed
2015,1,4,LAS,WN,9,0,,Delayed
2015,1,4,LAS,WN,48,0,,Delayed
2015,1,4,LAS,WN,14,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,17,0,,Delayed
2015,1,4,LAS,WN,1,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,41,0,,Delayed
2015,1,4,LAS,WN,3,0,,Delayed
2015,1,4,LAS,WN,1,0,,Delayed
2015,1,4,LAS,WN,18,0,,Delayed
2015,1,4,LAS,WN,16,0,,Delayed
2015,1,4,LAS,WN,7,0,,Delayed
2015,1,4,LAS,WN,5,0,,Delayed
2015,1,4,LAS,WN,60,0,,Delayed
2015,1,4,LAS,WN,137,0,,Delayed
2015,1,4,LAS,WN,41,0,,Delayed
2015,1,4,LAS,WN,63,0,,Delayed
2015,1,4,LAS,WN,39,0,,Delayed
2015,1,4,LAS,WN,14,0,,Delayed
2015,1,4,LAS,WN,33,0,,Delayed
2015,1,4,LAS,WN,14,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,91,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,2,0,,Delayed
2015,1,4,LAS,WN,24,0,,Delayed
2015,1,4,LAS,WN,78,0,,Delayed
2015,1,4,LAS,WN,19,0,,Delayed
2015,1,4,LAS,WN,43,0,,Delayed
2015,1,4,LAS,WN,4,0,,Delayed
2015,1,4,LAS,WN,17,0,,Delayed
2015,1,4,LAS,WN,3,0,,Delayed
2015,1,4,LAS,WN,39,0,,Delayed
2015,1,4,LAS,WN,39,0,,Delayed
2015,1,4,LAS,WN,21,0,,Delayed
2015,1,4,LAS,WN,10,0,,Delayed
2015,1,4,LAS,WN,6,0,,Delayed
2015,1,4,LAS,WN,7,0,,Delayed
2015,1,4,LAS,WN,21,0,,Delayed
2015,1,4,LAS,WN,15,0,,Delayed
2015,1,4,LAS,WN,26,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,16,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,6,0,,Delayed
2015,1,4,LAS,WN,15,0,,Delayed
2015,1,4,LAS,WN,18,0,,Delayed
2015,1,4,LAS,WN,1,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,23,0,,Delayed
2015,1,4,LAS,WN,18,0,,Delayed
2015,1,4,LAS,WN,52,0,,Delayed
2015,1,4,LAS,WN,11,0,,Delayed
2015,1,4,LAS,WN,21,0,,Delayed
2015,1,4,LAS,WN,103,0,,Delayed
2015,1,4,LAS,WN,2,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,26,0,,Delayed
2015,1,4,LAS,WN,2,0,,Delayed
2015,1,4,LAS,WN,3,0,,Delayed
2015,1,4,LAS,WN,20,0,,Delayed
2015,1,4,LAS,WN,1,0,,Delayed
2015,1,4,LAS,WN,6,0,,Delayed
2015,1,4,LAS,WN,22,0,,Delayed
2015,1,4,LAS,WN,4,0,,Delayed
2015,1,4,LAS,WN,15,0,,Delayed
2015,1,4,LAS,WN,5,0,,Delayed
2015,1,4,LAS,WN,5,0,,Delayed
2015,1,4,LAS,WN,27,0,,Delayed
2015,1,4,LAS,WN,19,0,,Delayed
2015,1,4,LAS,WN,34,0,,Delayed
2015,1,4,LAS,WN,13,0,,Delayed
2015,1,4,LAS,WN,17,0,,Delayed
2015,1,4,LAS,WN,37,0,,Delayed
2015,1,4,LAS,WN,28,0,,Delayed
2015,1,4,LAS,WN,18,0,,Delayed
2015,1,4,LAS,WN,33,0,,Delayed
2015,1,4,LAS,WN,4,0,,Delayed
2015,1,4,LAS,WN,31,0,,Delayed
2015,1,4,LAS,WN,1,0,,Delayed
2015,1,4,LAS,WN,2,0,,Delayed
2015,1,4,LAS,WN,12,0,,Delayed
2015,1,4,LAS,WN,6,0,,Delayed
2015,1,4,LAS,WN,8,0,,Delayed
2015,1,4,LAS,WN,75,0,,Delayed
2015,1,4,LAS,WN,51,0,,Delayed
2015,1,4,LAS,WN,38,0,,Delayed
2015,1,4,LAS,WN,31,0,,Delayed
2015,1,4,LAS,WN,20,0,,Delayed
2015,1,4,LAS,WN,15,0,,Delayed
2015,1,4,LAS,WN,77,0,,Delayed
2015,1,4,LAS,WN,25,0,,Delayed
2015,1,4,LAS,WN,7,0,,Delayed
2015,1,4,LAS,WN,7,0,,Delayed
2015,1,4,LAS,WN,22,0,,Delayed
2015,1,4,LAS,WN,11,0,,Delayed
2015,1,4,LAS,WN,60,0,,Delayed
2015,1,4,LAS,WN,31,0,,Delayed
2015,1,4,LAS,WN,40,0,,Delayed
2015,1,4,LAS,WN,5,0,,Delayed
2015,1,4,LAS,WN,22,0,,Delayed
2015,1,4,LAS,WN,4,0,,Delayed
2015,1,5,LAS,WN,3,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,6,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,18,0,,Delayed
2015,1,5,LAS,WN,14,0,,Delayed
2015,1,5,LAS,WN,5,0,,Delayed
2015,1,5,LAS,WN,17,0,,Delayed
2015,1,5,LAS,WN,7,0,,Delayed
2015,1,5,LAS,WN,13,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,13,0,,Delayed
2015,1,5,LAS,WN,17,0,,Delayed
2015,1,5,LAS,WN,12,0,,Delayed
2015,1,5,LAS,WN,7,0,,Delayed
2015,1,5,LAS,WN,9,0,,Delayed
2015,1,5,LAS,WN,44,0,,Delayed
2015,1,5,LAS,WN,86,0,,Delayed
2015,1,5,LAS,WN,63,0,,Delayed
2015,1,5,LAS,WN,77,0,,Delayed
2015,1,5,LAS,WN,10,0,,Delayed
2015,1,5,LAS,WN,4,0,,Delayed
2015,1,5,LAS,WN,32,0,,Delayed
2015,1,5,LAS,WN,6,0,,Delayed
2015,1,5,LAS,WN,33,0,,Delayed
2015,1,5,LAS,WN,11,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,1,0,,Delayed
2015,1,5,LAS,WN,20,0,,Delayed
2015,1,5,LAS,WN,3,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,9,0,,Delayed
2015,1,5,LAS,WN,21,0,,Delayed
2015,1,5,LAS,WN,8,0,,Delayed
2015,1,5,LAS,WN,30,0,,Delayed
2015,1,5,LAS,WN,1,0,,Delayed
2015,1,5,LAS,WN,39,0,,Delayed
2015,1,5,LAS,WN,31,0,,Delayed
2015,1,5,LAS,WN,6,0,,Delayed
2015,1,5,LAS,WN,6,0,,Delayed
2015,1,5,LAS,WN,1,0,,Delayed
2015,1,5,LAS,WN,7,0,,Delayed
2015,1,5,LAS,WN,47,0,,Delayed
2015,1,5,LAS,WN,11,0,,Delayed
2015,1,5,LAS,WN,16,0,,Delayed
2015,1,5,LAS,WN,11,0,,Delayed
2015,1,5,LAS,WN,23,0,,Delayed
2015,1,5,LAS,WN,15,0,,Delayed
2015,1,5,LAS,WN,28,0,,Delayed
2015,1,5,LAS,WN,41,0,,Delayed
2015,1,5,LAS,WN,41,0,,Delayed
2015,1,5,LAS,WN,46,0,,Delayed
2015,1,5,LAS,WN,5,0,,Delayed
2015,1,5,LAS,WN,31,0,,Delayed
2015,1,5,LAS,WN,34,0,,Delayed
2015,1,5,LAS,WN,17,0,,Delayed
2015,1,5,LAS,WN,18,0,,Delayed
2015,1,5,LAS,WN,45,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,41,0,,Delayed
2015,1,5,LAS,WN,15,0,,Delayed
2015,1,5,LAS,WN,53,0,,Delayed
2015,1,5,LAS,WN,58,0,,Delayed
2015,1,5,LAS,WN,20,0,,Delayed
2015,1,5,LAS,WN,10,0,,Delayed
2015,1,5,LAS,WN,64,0,,Delayed
2015,1,5,LAS,WN,19,0,,Delayed
2015,1,5,LAS,WN,47,0,,Delayed
2015,1,5,LAS,WN,35,0,,Delayed
2015,1,5,LAS,WN,18,0,,Delayed
2015,1,5,LAS,WN,33,0,,Delayed
2015,1,5,LAS,WN,13,0,,Delayed
2015,1,5,LAS,WN,44,0,,Delayed
2015,1,5,LAS,WN,33,0,,Delayed
2015,1,5,LAS,WN,1,0,,Delayed
2015,1,5,LAS,WN,8,0,,Delayed
2015,1,5,LAS,WN,49,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,5,0,,Delayed
2015,1,5,LAS,WN,13,0,,Delayed
2015,1,5,LAS,WN,44,0,,Delayed
2015,1,5,LAS,WN,26,0,,Delayed
2015,1,5,LAS,WN,8,0,,Delayed
2015,1,5,LAS,WN,25,0,,Delayed
2015,1,5,LAS,WN,18,0,,Delayed
2015,1,5,LAS,WN,30,0,,Delayed
2015,1,5,LAS,WN,41,0,,Delayed
2015,1,5,LAS,WN,36,0,,Delayed
2015,1,5,LAS,WN,1,0,,Delayed
2015,1,5,LAS,WN,30,0,,Delayed
2015,1,5,LAS,WN,108,0,,Delayed
2015,1,5,LAS,WN,9,0,,Delayed
2015,1,5,LAS,WN,4,0,,Delayed
2015,1,5,LAS,WN,18,0,,Delayed
2015,1,5,LAS,WN,4,0,,Delayed
2015,1,5,LAS,WN,1,0,,Delayed
2015,1,5,LAS,WN,58,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,55,0,,Delayed
2015,1,5,LAS,WN,13,0,,Delayed
2015,1,5,LAS,WN,139,0,,Delayed
2015,1,5,LAS,WN,8,0,,Delayed
2015,1,5,LAS,WN,36,0,,Delayed
2015,1,5,LAS,WN,22,0,,Delayed
2015,1,5,LAS,WN,16,0,,Delayed
2015,1,5,LAS,WN,24,0,,Delayed
2015,1,5,LAS,WN,8,0,,Delayed
2015,1,5,LAS,WN,44,0,,Delayed
2015,1,5,LAS,WN,2,0,,Delayed
2015,1,5,LAS,WN,27,0,,Delayed
2015,1,5,LAS,WN,8,0,,Delayed
2015,1,5,LAS,WN,26,0,,Delayed
2015,1,5,LAS,WN,13,0,,Delayed
2015,1,5,LAS,WN,30,0,,Delayed
2015,1,5,LAS,WN,5,0,,Delayed
2015,1,5,LAS,WN,32,0,,Delayed
2015,1,5,LAS,WN,28,0,,Delayed
2015,1,5,LAS,WN,26,0,,Delayed
2015,1,5,LAS,WN,16,0,,Delayed
2015,1,5,LAS,WN,14,0,,Delayed
2015,1,5,LAS,WN,17,0,,Delayed
2015,1,5,LAS,WN,32,0,,Delayed
2015,1,5,LAS,WN,104,0,,Delayed
2015,1,5,LAS,WN,85,0,,Delayed
2015,1,5,LAS,WN,14,0,,Delayed
2015,1,4,PHX,WN,1,0,,Delayed
2015,1,4,PHX,WN,4,0,,Delayed
2015,1,4,PHX,WN,1,0,,Delayed
2015,1,4,PHX,WN,8,0,,Delayed
2015,1,4,PHX,WN,9,0,,Delayed
2015,1,4,PHX,WN,9,0,,Delayed
2015,1,4,PHX,WN,1,0,,Delayed
2015,1,4,PHX,WN,2,0,,Delayed
2015,1,4,PHX,WN,9,0,,Delayed
2015,1,4,PHX,WN,9,0,,Delayed
2015,1,4,PHX,WN,36,0,,Delayed
2015,1,4,PHX,WN,2,0,,Delayed
2015,1,4,PHX,WN,3,0,,Delayed
2015,1,4,PHX,WN,1,0,,Delayed
2015,1,4,PHX,WN,2,0,,Delayed
2015,1,4,PHX,WN,14,0,,Delayed
2015,1,4,PHX,WN,37,0,,Delayed
2015,1,4,PHX,WN,7,0,,Delayed
2015,1,4,PHX,WN,8,0,,Delayed
2015,1,4,PHX,WN,8,0,,Delayed
2015,1,4,PHX,WN,47,0,,Delayed
2015,1,4,PHX,WN,12,0,,Delayed
2015,1,4,PHX,WN,8,0,,Delayed
2015,1,4,PHX,WN,2,0,,Delayed
2015,1,4,PHX,WN,1,0,,Delayed
2015,1,4,PHX,WN,4,0,,Delayed
2015,1,4,PHX,WN,8,0,,Delayed
2015,1,4,PHX,WN,14,0,,Delayed
2015,1,4,PHX,WN,11,0,,Delayed
2015,1,4,PHX,WN,49,0,,Delayed
2015,1,4,PHX,WN,22,0,,Delayed
2015,1,4,PHX,WN,20,0,,Delayed
2015,1,4,PHX,WN,3,0,,Delayed
2015,1,4,PHX,WN,6,0,,Delayed
2015,1,4,PHX,WN,12,0,,Delayed
2015,1,4,PHX,WN,65,0,,Delayed
2015,1,4,PHX,WN,13,0,,Delayed
2015,1,4,PHX,WN,12,0,,Delayed
2015,1,4,PHX,WN,7,0,,Delayed
2015,1,4,PHX,WN,11,0,,Delayed
2015,1,4,PHX,WN,21,0,,Delayed
2015,1,4,PHX,WN,35,0,,Delayed
2015,1,4,PHX,WN,19,0,,Delayed
2015,1,4,PHX,WN,6,0,,Delayed
2015,1,4,PHX,WN,4,0,,Delayed
2015,1,4,PHX,WN,4,0,,Delayed
2015,1,4,PHX,WN,17,0,,Delayed
2015,1,4,PHX,WN,31,0,,Delayed
2015,1,4,PHX,WN,29,0,,Delayed
2015,1,4,PHX,WN,24,0,,Delayed
2015,1,4,PHX,WN,28,0,,Delayed
2015,1,4,PHX,WN,39,0,,Delayed
2015,1,4,PHX,WN,31,0,,Delayed
2015,1,4,PHX,WN,6,0,,Delayed
2015,1,4,PHX,WN,56,0,,Delayed
2015,1,4,PHX,WN,74,0,,Delayed
2015,1,4,PHX,WN,51,0,,Delayed
2015,1,4,PHX,WN,11,0,,Delayed
2015,1,4,PHX,WN,51,0,,Delayed
2015,1,4,PHX,WN,35,0,,Delayed
2015,1,4,PHX,WN,1,0,,Delayed
2015,1,4,PHX,WN,25,0,,Delayed
2015,1,4,PHX,WN,17,0,,Delayed
2015,1,4,PHX,WN,15,0,,Delayed
2015,1,4,PHX,WN,9,0,,Delayed
2015,1,4,PHX,WN,24,0,,Delayed
2015,1,4,PHX,WN,5,0,,Delayed
2015,1,4,PHX,WN,7,0,,Delayed
2015,1,4,PHX,WN,3,0,,Delayed
2015,1,4,PHX,WN,15,0,,Delayed
2015,1,4,PHX,WN,45,0,,Delayed
2015,1,4,PHX,WN,40,0,,Delayed
2015,1,4,PHX,WN,47,0,,Delayed
2015,1,4,PHX,WN,59,0,,Delayed
2015,1,4,PHX,WN,67,0,,Delayed
2015,1,4,PHX,WN,133,0,,Delayed
2015,1,4,PHX,WN,38,0,,Delayed
2015,1,4,PHX,WN,33,0,,Delayed
2015,1,4,PHX,WN,21,0,,Delayed
2015,1,4,PHX,WN,50,0,,Delayed
2015,1,4,PHX,WN,24,0,,Delayed
2015,1,4,PHX,WN,20,0,,Delayed
2015,1,4,PHX,WN,12,0,,Delayed
2015,1,4,PHX,WN,14,0,,Delayed
2015,1,4,PHX,WN,4,0,,Delayed
2015,1,4,PHX,WN,14,0,,Delayed
2015,1,4,PHX,WN,13,0,,Delayed
2015,1,4,PHX,WN,46,0,,Delayed
2015,1,4,PHX,WN,33,0,,Delayed
2015,1,4,PHX,WN,39,0,,Delayed
2015,1,4,PHX,WN,39,0,,Delayed
2015,1,4,PHX,WN,11,0,,Delayed
2015,1,4,PHX,WN,22,0,,Delayed
2015,1,4,PHX,WN,25,0,,Delayed
2015,1,4,PHX,WN,28,0,,Delayed
2015,1,4,PHX,WN,22,0,,Delayed
2015,1,4,PHX,WN,70,0,,Delayed
2015,1,4,PHX,WN,11,0,,Delayed
2015,1,4,PHX,WN,87,0,,Delayed
2015,1,4,PHX,WN,45,0,,Delayed
2015,1,4,PHX,WN,27,0,,Delayed
2015,1,5,PHX,WN,17,0,,Delayed
2015,1,5,PHX,WN,3,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,18,0,,Delayed
2015,1,5,PHX,WN,2,0,,Delayed
2015,1,5,PHX,WN,1,0,,Delayed
2015,1,5,PHX,WN,46,0,,Delayed
2015,1,5,PHX,WN,32,0,,Delayed
2015,1,5,PHX,WN,1,0,,Delayed
2015,1,5,PHX,WN,46,0,,Delayed
2015,1,5,PHX,WN,48,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,35,0,,Delayed
2015,1,5,PHX,WN,20,0,,Delayed
2015,1,5,PHX,WN,23,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,26,0,,Delayed
2015,1,5,PHX,WN,11,0,,Delayed
2015,1,5,PHX,WN,3,0,,Delayed
2015,1,5,PHX,WN,10,0,,Delayed
2015,1,5,PHX,WN,26,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,10,0,,Delayed
2015,1,5,PHX,WN,7,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,18,0,,Delayed
2015,1,5,PHX,WN,8,0,,Delayed
2015,1,5,PHX,WN,69,0,,Delayed
2015,1,5,PHX,WN,209,0,,Delayed
2015,1,5,PHX,WN,62,0,,Delayed
2015,1,5,PHX,WN,27,0,,Delayed
2015,1,5,PHX,WN,23,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,13,0,,Delayed
2015,1,5,PHX,WN,33,0,,Delayed
2015,1,5,PHX,WN,115,0,,Delayed
2015,1,5,PHX,WN,3,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,11,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,4,0,,Delayed
2015,1,5,PHX,WN,35,0,,Delayed
2015,1,5,PHX,WN,51,0,,Delayed
2015,1,5,PHX,WN,42,0,,Delayed
2015,1,5,PHX,WN,21,0,,Delayed
2015,1,5,PHX,WN,15,0,,Delayed
2015,1,5,PHX,WN,29,0,,Delayed
2015,1,5,PHX,WN,16,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,6,0,,Delayed
2015,1,5,PHX,WN,11,0,,Delayed
2015,1,5,PHX,WN,1,0,,Delayed
2015,1,5,PHX,WN,1,0,,Delayed
2015,1,5,PHX,WN,17,0,,Delayed
2015,1,5,PHX,WN,15,0,,Delayed
2015,1,5,PHX,WN,10,0,,Delayed
2015,1,5,PHX,WN,5,0,,Delayed
2015,1,5,PHX,WN,41,0,,Delayed
2015,1,5,PHX,WN,37,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,42,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,5,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,31,0,,Delayed
2015,1,5,PHX,WN,30,0,,Delayed
2015,1,5,PHX,WN,6,0,,Delayed
2015,1,5,PHX,WN,50,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,18,0,,Delayed
2015,1,5,PHX,WN,42,0,,Delayed
2015,1,5,PHX,WN,20,0,,Delayed
2015,1,5,PHX,WN,54,0,,Delayed
2015,1,5,PHX,WN,29,0,,Delayed
2015,1,5,PHX,WN,4,0,,Delayed
2015,1,5,PHX,WN,40,0,,Delayed
2015,1,5,PHX,WN,10,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,33,0,,Delayed
2015,1,5,PHX,WN,3,0,,Delayed
2015,1,5,PHX,WN,12,0,,Delayed
2015,1,5,PHX,WN,58,0,,Delayed
2015,1,5,PHX,WN,13,0,,Delayed
2015,1,5,PHX,WN,29,0,,Delayed
2015,1,5,PHX,WN,18,0,,Delayed
2015,1,5,PHX,WN,11,0,,Delayed
2015,1,5,PHX,WN,63,0,,Delayed
2015,1,5,PHX,WN,8,0,,Delayed
2015,1,5,PHX,WN,27,0,,Delayed
2015,1,5,PHX,WN,10,0,,Delayed
2015,1,5,PHX,WN,6,0,,Delayed
2015,1,5,PHX,WN,18,0,,Delayed
2015,1,5,PHX,WN,17,0,,Delayed
2015,1,5,PHX,WN,35,0,,Delayed
2015,1,5,PHX,WN,54,0,,Delayed
2015,1,5,PHX,WN,32,0,,Delayed
2015,1,5,PHX,WN,38,0,,Delayed
2015,1,5,PHX,WN,35,0,,Delayed
2015,1,5,PHX,WN,26,0,,Delayed
2015,1,5,PHX,WN,32,0,,Delayed
2015,1,5,PHX,WN,59,0,,Delayed
2015,1,5,PHX,WN,38,0,,Delayed
2015,1,5,PHX,WN,14,0,,Delayed
2015,1,5,PHX,WN,8,0,,Delayed
2015,1,5,PHX,WN,15,0,,Delayed
2015,1,5,PHX,WN,34,0,,Delayed
2015,1,5,PHX,WN,52,0,,Delayed
2015,1,5,PHX,WN,41,0,,Delayed
2015,1,5,PHX,WN,38,0,,Delayed
2015,1,5,PHX,WN,9,0,,Delayed
2015,1,5,PHX,WN,28,0,,Delayed
2015,1,5,PHX,WN,26,0,,Delayed
2015,1,5,PHX,WN,7,0,,Delayed
2015,1,5,PHX,WN,13,0,,Delayed
2015,1,5,PHX,WN,35,0,,Delayed
2015,1,4,DEN,WN,2,0,,Delayed
2015,1,4,DEN,WN,2,0,,Delayed
2015,1,4,DEN,WN,17,0,,Delayed
2015,1,4,DEN,WN,10,0,,Delayed
2015,1,4,DEN,WN,6,0,,Delayed
2015,1,4,DEN,WN,3,0,,Delayed
2015,1,4,DEN,WN,4,0,,Delayed
2015,1,4,DEN,WN,3,0,,Delayed
2015,1,4,DEN,WN,1,0,,Delayed
2015,1,4,DEN,WN,12,0,,Delayed
2015,1,4,DEN,WN,28,0,,Delayed
2015,1,4,DEN,WN,2,0,,Delayed
2015,1,4,DEN,WN,7,0,,Delayed
2015,1,4,DEN,WN,21,0,,Delayed
2015,1,4,DEN,WN,5,0,,Delayed
2015,1,4,DEN,WN,8,0,,Delayed
2015,1,4,DEN,WN,3,0,,Delayed
2015,1,4,DEN,WN,5,0,,Delayed
2015,1,4,DEN,WN,10,0,,Delayed
2015,1,4,DEN,WN,6,0,,Delayed
2015,1,4,DEN,WN,5,0,,Delayed
2015,1,4,DEN,WN,3,0,,Delayed
2015,1,4,DEN,WN,3,0,,Delayed
2015,1,4,DEN,WN,5,0,,Delayed
2015,1,4,DEN,WN,1,0,,Delayed
2015,1,4,DEN,WN,4,0,,Delayed
2015,1,4,DEN,WN,20,0,,Delayed
2015,1,4,DEN,WN,1,0,,Delayed
2015,1,4,DEN,WN,21,0,,Delayed
2015,1,4,DEN,WN,17,0,,Delayed
2015,1,4,DEN,WN,6,0,,Delayed
2015,1,4,DEN,WN,10,0,,Delayed
2015,1,4,DEN,WN,14,0,,Delayed
2015,1,4,DEN,WN,8,0,,Delayed
2015,1,4,DEN,WN,9,0,,Delayed
2015,1,4,DEN,WN,49,0,,Delayed
2015,1,4,DEN,WN,33,0,,Delayed
2015,1,4,DEN,WN,25,0,,Delayed
2015,1,4,DEN,WN,1,0,,Delayed
2015,1,4,DEN,WN,38,0,,Delayed
2015,1,4,DEN,WN,7,0,,Delayed
2015,1,4,DEN,WN,31,0,,Delayed
2015,1,4,DEN,WN,5,0,,Delayed
2015,1,4,DEN,WN,32,0,,Delayed
2015,1,4,DEN,WN,9,0,,Delayed
2015,1,4,DEN,WN,24,0,,Delayed
2015,1,4,DEN,WN,27,0,,Delayed
2015,1,4,DEN,WN,34,0,,Delayed
2015,1,4,DEN,WN,45,0,,Delayed
2015,1,4,DEN,WN,15,0,,Delayed
2015,1,4,DEN,WN,43,0,,Delayed
2015,1,4,DEN,WN,77,0,,Delayed
2015,1,4,DEN,WN,52,0,,Delayed
2015,1,4,DEN,WN,27,0,,Delayed
2015,1,4,DEN,WN,6,0,,Delayed
2015,1,4,DEN,WN,13,0,,Delayed
2015,1,4,DEN,WN,19,0,,Delayed
2015,1,4,DEN,WN,17,0,,Delayed
2015,1,4,DEN,WN,8,0,,Delayed
2015,1,4,DEN,WN,16,0,,Delayed
2015,1,4,DEN,WN,29,0,,Delayed
2015,1,4,DEN,WN,32,0,,Delayed
2015,1,4,DEN,WN,48,0,,Delayed
2015,1,4,DEN,WN,33,0,,Delayed
2015,1,4,DEN,WN,52,0,,Delayed
2015,1,4,DEN,WN,23,0,,Delayed
2015,1,4,DEN,WN,23,0,,Delayed
2015,1,4,DEN,WN,14,0,,Delayed
2015,1,4,DEN,WN,14,0,,Delayed
2015,1,4,DEN,WN,227,0,,Delayed
2015,1,4,DEN,WN,5,0,,Delayed
2015,1,4,DEN,WN,44,0,,Delayed
2015,1,4,DEN,WN,65,0,,Delayed
2015,1,4,DEN,WN,72,0,,Delayed
2015,1,4,DEN,WN,58,0,,Delayed
2015,1,4,DEN,WN,69,0,,Delayed
2015,1,4,DEN,WN,19,0,,Delayed
2015,1,4,DEN,WN,42,0,,Delayed
2015,1,4,DEN,WN,117,0,,Delayed
2015,1,4,DEN,WN,118,0,,Delayed
2015,1,4,DEN,WN,69,0,,Delayed
2015,1,4,DEN,WN,34,0,,Delayed
2015,1,4,DEN,WN,57,0,,Delayed
2015,1,4,DEN,WN,60,0,,Delayed
2015,1,4,DEN,WN,46,0,,Delayed
2015,1,4,DEN,WN,62,0,,Delayed
2015,1,4,DEN,WN,36,0,,Delayed
2015,1,4,DEN,WN,33,0,,Delayed
2015,1,4,DEN,WN,121,0,,Delayed
2015,1,4,DEN,WN,49,0,,Delayed
2015,1,4,DEN,WN,37,0,,Delayed
2015,1,4,DEN,WN,30,0,,Delayed
2015,1,4,DEN,WN,2,0,,Delayed
2015,1,4,DEN,WN,19,0,,Delayed
2015,1,4,DEN,WN,49,0,,Delayed
2015,1,4,DEN,WN,37,0,,Delayed
2015,1,4,DEN,WN,52,0,,Delayed
2015,1,4,DEN,WN,9,0,,Delayed
2015,1,4,DEN,WN,93,0,,Delayed
2015,1,4,DEN,WN,88,0,,Delayed
2015,1,4,DEN,WN,14,0,,Delayed
2015,1,4,DEN,WN,31,0,,Delayed
2015,1,4,DEN,WN,10,0,,Delayed
2015,1,4,DEN,WN,51,0,,Delayed
2015,1,4,DEN,WN,32,0,,Delayed
2015,1,4,DEN,WN,80,0,,Delayed
2015,1,4,DEN,WN,72,0,,Delayed
2015,1,4,DEN,WN,55,0,,Delayed
2015,1,4,DEN,WN,134,0,,Delayed
2015,1,4,DEN,WN,25,0,,Delayed
2015,1,4,DEN,WN,69,0,,Delayed
2015,1,5,DEN,WN,4,0,,Delayed
2015,1,5,DEN,WN,4,0,,Delayed
2015,1,5,DEN,WN,4,0,,Delayed
2015,1,5,DEN,WN,1,0,,Delayed
2015,1,5,DEN,WN,3,0,,Delayed
2015,1,5,DEN,WN,14,0,,Delayed
2015,1,5,DEN,WN,7,0,,Delayed
